id,number,state,merged,additions,deletions,changed_files,total_changes,net_line_change,commits,avg_changes_per_file,max_file_changes,test_files_changed,test_change_ratio,created_at,closed_at,pr_age_hours,comments,review_comments,num_reviewers,approvals,title,body,description_length,title_length,repo,contains_refactor,contains_rewrite,contains_breaking,contains_deprecated,contains_fix,contains_bug,control_statements_count,function_definitions_count,class_definitions_count,todo_count,structural_change_score
3337247863,298346,closed,1,46,2,5,48,44,2,9.6,23,0,0.0,2026-02-27T20:39:21Z,2026-02-27T21:14:27Z,0.58,0,2,3,1,"fix stray checkmarks, consistent opacity, and icon not showing up","<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

fix https://github.com/microsoft/vscode/issues/298310

and also issue where we were seeing stray checkmarks after errors. also make sure we apply the same opacity style to subagent and mcp. 

<img width=""718"" height=""156"" alt=""Screenshot 2026-02-27 at 11 51 50 AM"" src=""https://github.com/user-attachments/assets/10318461-b3f6-494f-be1c-2121e06beaa0"" />
<img width=""705"" height=""221"" alt=""Screenshot 2026-02-27 at 11 50 20 AM"" src=""https://github.com/user-attachments/assets/ca2e1c07-38c8-4466-99a1-3348be65fb23"" />
",875,65,microsoft/vscode,0,0,0,0,1,0,5,2,2,0,15
3337188715,298344,closed,1,232,0,2,232,232,3,116.0,177,1,0.7629,2026-02-27T20:18:39Z,2026-02-27T22:36:24Z,2.3,1,2,2,1,Enhance PromptFileParser to ignore links and variables inside inline code and fenced code blocks,Fixes https://github.com/microsoft/vscode/issues/295288,55,96,microsoft/vscode,0,0,0,0,1,0,12,27,2,0,72
3337187136,298343,closed,1,1,1,1,2,0,1,2.0,2,0,0.0,2026-02-27T20:18:04Z,2026-02-27T21:46:44Z,1.48,0,0,2,1,distro,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",344,6,microsoft/vscode,0,0,0,0,0,0,0,0,0,0,0
3337123677,298341,open,0,49,15,7,64,34,2,9.14,24,0,0.0,2026-02-27T19:56:56Z,,11.73,0,0,1,0,"Rename background agent display name to ""Copilot CLI""","Change the default display name for the background agent session provider from ""Background"" to ""Copilot CLI"" in the chat timeline, to better communicate what the agent actually is.",180,53,microsoft/vscode,0,0,0,0,0,0,14,4,9,0,49
3337121011,298340,closed,1,7,49,3,56,-42,2,18.67,34,0,0.0,2026-02-27T19:56:06Z,2026-02-27T21:03:29Z,1.12,0,1,2,1,chat - restore default click behaviour on title action,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",344,54,microsoft/vscode,0,0,0,0,0,0,6,1,0,1,8
3337111013,298338,closed,0,39,0,2,39,39,7,19.5,38,0,0.0,2026-02-27T19:53:00Z,2026-02-27T20:21:09Z,0.47,2,0,0,0,wiki,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",351,4,microsoft/vscode,0,0,0,0,0,0,0,0,0,0,0
3337098831,298336,open,0,4,4,1,8,0,1,8.0,8,0,0.0,2026-02-27T19:49:16Z,,11.86,0,0,0,0,Bump minimatch from 9.0.5 to 9.0.9 in /build/npm/gyp,"Bumps [minimatch](https://github.com/isaacs/minimatch) from 9.0.5 to 9.0.9.
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/isaacs/minimatch/commit/8a10e473e2e0ff03c2d4de308f257093af2bce21""><code>8a10e47</code></a> 9.0.9</li>
<li><a href=""https://github.com/isaacs/minimatch/commit/c6f180636cebd4de2f9af7ef29ca4c9bf2eeef02""><code>c6f1806</code></a> brace-expansion@2</li>
<li><a href=""https://github.com/isaacs/minimatch/commit/446cfa3e2aa3ef45bd4a27fa4418221e158489f6""><code>446cfa3</code></a> 9.0.8</li>
<li><a href=""https://github.com/isaacs/minimatch/commit/8fa151ab95fd4e2acd6e1a81f10d02dc7c1098d3""><code>8fa151a</code></a> docs: add warning about ReDoS</li>
<li><a href=""https://github.com/isaacs/minimatch/commit/71b78a2a4cad3a40af08a39c065e71bbf69ea7f7""><code>71b78a2</code></a> fix partial matching of globstar patterns</li>
<li><a href=""https://github.com/isaacs/minimatch/commit/2de496f6d9362dd92460f35ffa6ff8de2907244b""><code>2de496f</code></a> 9.0.7</li>
<li><a href=""https://github.com/isaacs/minimatch/commit/0d4616de9193bf1d359271662e92657bb51b2f75""><code>0d4616d</code></a> limit nested extglob recursion, flatten extglobs</li>
<li><a href=""https://github.com/isaacs/minimatch/commit/7117ef381e74deace1c62a74d2298c8fe61d10ca""><code>7117ef3</code></a> 9.0.6</li>
<li><a href=""https://github.com/isaacs/minimatch/commit/2418458b7fe82e0a1fd1a1b6f618c41c90b9848a""><code>2418458</code></a> update deps, do not checkin dist</li>
<li><a href=""https://github.com/isaacs/minimatch/commit/1d1f531009d5e4a86083de37e5ef3f301e073986""><code>1d1f531</code></a> update deps</li>
<li>Additional commits viewable in <a href=""https://github.com/isaacs/minimatch/compare/v9.0.5...v9.0.9"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=minimatch&package-manager=npm_and_yarn&previous-version=9.0.5&new-version=9.0.9)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot show <dependency name> ignore conditions` will show all of the ignore conditions of the specified dependency
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/microsoft/vscode/network/alerts).

</details>",3400,52,microsoft/vscode,0,0,0,0,1,0,0,0,0,0,0
3337070553,298335,open,0,80,17,3,97,63,16,32.33,57,0,0.0,2026-02-27T19:39:42Z,,12.02,2,6,2,1,Sessions window: auth fixes for PR check,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",351,40,microsoft/vscode,0,0,0,0,1,0,19,30,3,0,88
3337043350,298333,closed,1,0,1,1,1,-1,1,1.0,1,0,0.0,2026-02-27T19:29:38Z,2026-02-27T19:55:25Z,0.43,0,0,2,1,fix issue w tip toolbar,fixes #297273,13,23,microsoft/vscode,0,0,0,0,1,0,0,0,0,0,0
3337009459,298329,closed,0,0,0,0,0,0,2,0.0,0,0,0.0,2026-02-27T19:18:28Z,2026-02-27T21:04:26Z,1.77,0,0,0,0,Initial commit,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",351,14,microsoft/vscode,0,0,0,0,0,0,0,0,0,0,0
3336992203,298328,closed,1,5,3,2,8,2,4,4.0,4,0,0.0,2026-02-27T19:12:52Z,2026-02-27T20:51:48Z,1.65,0,0,2,1,Sessions window: git sync command with worktree URI,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",351,51,microsoft/vscode,0,0,0,0,0,0,1,3,1,0,10
3336969619,298327,closed,1,1,1,1,2,0,1,2.0,2,0,0.0,2026-02-27T19:05:57Z,2026-02-27T19:20:29Z,0.24,0,0,2,1,Improve contrast for chat welcome disclaimer text,"## Summary
- replace --vscode-input-placeholderForeground with --vscode-descriptionForeground for .chat-welcome-view",117,49,microsoft/vscode,0,0,0,0,0,0,0,0,0,0,0
3336961507,298326,closed,0,9,12,1,21,-3,1,21.0,21,0,0.0,2026-02-27T19:03:34Z,2026-02-27T19:23:00Z,0.32,0,0,1,0,"Revert ""Merge pull request #295188 from microsoft/mrleemurray/distinguished-apricot-eel""","This reverts commit d752c031a29e71103b28f1d566eca955747d12fe, reversing changes made to 8df7a1f66f098ee9bbd187e1b32f536815315015.

Due to CI failures:

```
[color-contrast] Elements must meet minimum color contrast ratio thresholds (serious)
  Help URL: https://dequeuniversity.com/rules/axe/4.11/color-contrast?application=axeAPI
  Element: .chat-welcome-view-disclaimer > .rendered-markdown > p
    Class: no class
    HTML: <p><a href="""" title=""command:workbench.action.chat.generateAgentInstructions"" draggable=""false"" data-href=""command:workbench.action.chat.generateAgentInstructions"">Generate Agent Instructions</a> to onboard AI onto your codebase.</p>
    Issue: Fix any of the following:
  Element has insufficient color contrast of 3.89 (foreground color: #777777, background color: #191a1b, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1
```

cc @mrleemurray",903,88,microsoft/vscode,0,0,0,0,1,0,0,0,0,0,0
3336890131,298322,closed,1,8,3,4,11,5,1,2.75,4,1,0.1818,2026-02-27T18:43:07Z,2026-02-27T19:31:45Z,0.81,0,0,1,1,chat: expose toolResultError as boolean flag,"Cherry-pick of ca9f34b319b into release/1.110.

Fixes https://github.com/microsoft/vscode/issues/298226",105,44,microsoft/vscode,0,0,0,0,1,0,2,1,1,0,7
3336885257,298321,closed,1,12,0,2,12,12,2,6.0,7,0,0.0,2026-02-27T18:41:36Z,2026-02-27T21:25:49Z,2.74,0,2,3,1,Polish model picker filter input,"Fixes https://github.com/microsoft/vscode/issues/298185

Hides the focus outline/border on the model picker's filter input regardless of focus state.

**Changes:**
- **chatModelPicker.ts** – Tags the filter input with `chat-model-picker-filter-input` after the action widget opens, so the CSS override stays scoped to the chat model picker only.
- **chat.css** – Adds a rule to suppress `outline`, `box-shadow`, and `border-color` on that tagged input in both normal and `:focus` states.",493,32,microsoft/vscode,0,0,0,0,1,0,2,0,1,0,5
3336866408,298320,closed,1,8,3,4,11,5,3,2.75,4,1,0.1818,2026-02-27T18:35:45Z,2026-02-27T19:59:24Z,1.39,0,3,2,1,chat: expose toolResultError as boolean flag,"Converts toolResultError to support both string and boolean types,
allowing it to be used as a simple error flag when the specific error
message is not needed. The conversion to boolean is safe because the
only usage is in a truthy check.

- Updates IToolResult interface to accept string | boolean for toolResultError
- Adds conversion logic in extHostTypeConverters for boolean mapping
- Passes the error flag through the main thread language model tools

Refs https://github.com/microsoft/vscode/issues/298226

(Commit message generated by Copilot)",551,44,microsoft/vscode,0,0,0,0,0,0,2,1,1,0,7
3336841097,298317,closed,1,4,0,1,4,4,3,4.0,4,0,0.0,2026-02-27T18:28:33Z,2026-02-27T20:29:57Z,2.02,0,0,2,1,exp-enable chat.implicitContext.enabled,"## Summary
- add experiment metadata to chat.implicitContext.enabled
- use `mode: 'startup'` so the setting can be controlled by assignment on startup
- keep existing default value unchanged (`{ panel: 'always' }`)
",219,39,microsoft/vscode,0,0,0,0,0,0,0,0,0,0,0
